@relation features

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute Class {Not-obfuscated,Obfuscated}

@data
119,34.067227,4054,0,0.009405,31.179487,0.299951,0.195116,0.106068,0,192.538462,0.617415,0,0,0,0,0,0,0.000247,0.00962,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0185,0.067834,Not-obfuscated
24,49.833333,1196,0,0.034467,0,0,0.151338,0.930602,0,47,0.039298,0,0,0,0,0,0,0,0.000836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.120401,0.167224,Not-obfuscated
31,42.193548,1308,0,0.031857,8,0.006116,0.146024,0.850917,0,117,0.08945,0,0,0,0,0,0,0,0.004587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.113914,0.163609,Not-obfuscated
26,47.769231,1242,0,0.033232,5.5,0.008857,0.140902,0.896135,0,0,0,0,0,0,0,0,0,0,0.004026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.115942,0.15781,Not-obfuscated
1,17,17,0,1.681162,3,0.176471,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not-obfuscated
1,17,17,0,1.681162,3,0.176471,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not-obfuscated
45,27.355556,1231,0,0.031067,17.076923,0.180341,0.226645,0.175467,0,123.5,0.60195,0,0,0,0,0,0.007311,0.001625,0.011373,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.05524,0.130788,Not-obfuscated
1,17,17,0,1.681162,3,0.176471,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not-obfuscated
126,28.944444,3647,0,0.010787,12.945946,0.131341,0.163148,0.107486,0,190.357143,0.730738,3,0.001097,0,0,0,0,0.000548,0.017823,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.029888,0.092131,Not-obfuscated
18,23.777778,428,0,0.090391,17,0.158879,0.154206,0,0,85.25,0.796729,1,0.002336,0,0,0,0,0.002336,0.018692,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.025701,0.133178,Not-obfuscated
123,23.406504,2879,0,0.012779,9.2,0.015978,0.232025,0.111844,0,138.769231,0.626606,0,0,0,0,0,0,0.001737,0.016325,2,0,0,0,0,1,0,0,0,14,0,1,0,6,0,24,0,0,0,0,0,2,0,0,0,0.036471,0.129906,Not-obfuscated
79,24.734177,1954,0,0.019979,6.625,0.027124,0.195496,0.120778,0,66.684211,0.648414,2.428571,0.003582,0,0,0,0.001535,0.000512,0.016888,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,6,0,0,0,0,0.028147,0.114637,Not-obfuscated
251,38.944223,9775,0,0.003888,18.8,0.259642,0.205013,0,0,165.510638,0.795806,0,0,0,0,0,0,0,0.018107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0.026905,0.076522,Not-obfuscated
113,24.814159,2804,0,0.013981,9.368421,0.063481,0.131598,0.038873,0,73.6,0.787447,0,0.00321,0,0,0,0,0.000713,0.021398,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0.017118,0.098787,Not-obfuscated
4,20.25,81,0,0.423686,12,0.148148,0.111111,0.481481,0,0,0,0,0,0,0,0,0,0,0.012346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074074,0.123457,Not-obfuscated
87,31.436782,2735,0,0.014322,18,0.190859,0.17404,0.079342,0,116.647059,0.725046,0,0,0,0,0,0,0.000366,0.003291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015356,0.099817,Not-obfuscated
116,29.62931,3437,0,0.010978,31.333333,0.218795,0.220541,0.063136,0,56.418605,0.705848,0,0,0,0,0,0,0,0.012802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03055,0.102415,Not-obfuscated
13,27.230769,354,0,0.108242,11.333333,0.096045,0.138418,0.485876,0,72.5,0.409605,0,0,0,0,0,0,0,0.00565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.076271,0.144068,Not-obfuscated
32,27.375,876,0,0.044055,14.714286,0.11758,0.121005,0.23516,0,170,0.582192,0,0,0,0,0,0,0,0.009132,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.050228,0.126712,Not-obfuscated
57,39.333333,2242,0,0.017019,22.075,0.393845,0.148974,0.200268,0,365.75,0.652542,0,0,0,0,0,0,0,0.004014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0.0281,0.084746,Not-obfuscated
43,24.069767,1035,0,0.037236,9.5,0.055072,0.163285,0.12657,0,49.714286,0.672464,0.5,0.001932,0,0,0,0,0,0.009662,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0.028986,0.105314,Not-obfuscated
12,22.166667,266,0,0.140857,15.5,0.116541,0.150376,0.706767,0,0,0,0,0,0,0,0,0,0,0.003759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101504,0.154135,Not-obfuscated
24,23.541667,565,0,0.067253,20.666667,0.109735,0.159292,0.345133,0,59,0.417699,0,0,0,0,0,0,0,0.00531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061947,0.132743,Not-obfuscated
45,25.066667,1128,0,0.034714,10.25,0.036348,0.163121,0.08422,0,60.181818,0.586879,1.166667,0.005319,0,0,0,0,0.001773,0.015071,0,0,0,0,0,0,0,0,2,1,0,1,0,6,0,0,1,0,0,3,7,0,0,0,0,0.038121,0.133865,Not-obfuscated
11,17.636364,194,0,0.194617,18.25,0.376289,0.061856,0,0,0,0,0,0,0,0,0,0,0,0.030928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.005155,0.07732,Not-obfuscated
42,23.380952,982,0,0.040271,16.785714,0.239308,0.153768,0.112016,0,98.285714,0.700611,0,0,0,0,0,0,0,0.014257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.013238,0.078411,Not-obfuscated
37,25.459459,942,0,0.041214,16,0.135881,0.164544,0.282378,0,73.714286,0.547771,0,0,0,0,0,0,0,0.012739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.03397,0.09448,Not-obfuscated
86,26.197674,2253,0,0.018061,12.045455,0.235242,0.155348,0.061252,0,141.333333,0.752774,1,0.000888,0,0,0,0,0,0.016423,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0.012872,0.074567,Not-obfuscated
12,35.833333,430,0,0.091426,25,0.406977,0.083721,0,0,193.5,0.9,0,0,0,0,0,0.009302,0,0.018605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.011628,0.053488,Not-obfuscated
146,33.191781,4846,0,0.008513,23.454545,0.10648,0.138258,0.553033,0,135.846154,0.364424,0,0,0,0,0,0.001238,0.000206,0.006397,0,0,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.059843,0.132068,Not-obfuscated
3,14.666667,44,0,0.813764,12,0.272727,0.022727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727,Not-obfuscated
693,33.949495,23527,0,0.001603,18.846154,0.010414,0.203298,0.599354,0,68.855556,0.263399,1,0.000255,0,0,0,0.00017,0.000383,0.00442,0,0,4,0,0,8,0,1,2,27,0,7,0,29,0,19,1,0,5,0,23,1,0,0,0,0.067752,0.130871,Not-obfuscated
2262,34.728117,78555,0,0.000464,21.300518,0.261664,0.250716,0.02728,0,182.876254,0.696073,0,0,0,0,0,0,0.000153,0.013506,0,0,14,0,0,5,0,1,0,8,2,5,0,14,0,0,2,0,1,8,112,1,0,0,0,0.022748,0.069225,Not-obfuscated
33,25.181818,831,0,0.045036,12.833333,0.092659,0.196149,0.150421,0,105.2,0.632972,1,0.001203,0,0,0,0,0,0.015644,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.048135,0.139591,Not-obfuscated
39,23.076923,900,0,0.042953,10.333333,0.206667,0.195556,0.146667,0,80.428571,0.625556,1,0.001111,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.031111,0.112222,Not-obfuscated
20,28.55,571,0,0.070304,38.714286,0.474606,0.117338,0,0,163,0.856392,1,0.001751,0,0,0,0,0,0.010508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.021016,0.089317,Not-obfuscated
96,28.78125,2763,0,0.01279,5.857143,0.014839,0.296779,0.07709,0,225.714286,0.571842,3,0.000362,0,0,0,0,0.004343,0.008324,0,0,0,4,0,0,0,0,2,10,0,2,0,4,0,0,1,0,0,0,6,0,0,0,0,0.032211,0.211364,Not-obfuscated
32,29.71875,951,0,0.036551,10.333333,0.032597,0.300736,0.012618,0,99.5,0.62776,0,0.001052,0,0,0,0,0.006309,0.009464,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,0,0.015773,0.080967,Not-obfuscated
50,25.94,1297,0,0.028478,9.5,0.014649,0.225135,0.447186,0,58.625,0.361604,0,0,0,0,0,0,0,0.006939,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0.087895,0.146492,Not-obfuscated
143,24.531469,3508,0,0.011047,18.931034,0.156499,0.192132,0,0,248.818182,0.780217,0,0,0,0,0,0,0,0.031642,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.019954,0.068415,Not-obfuscated
102,26.95098,2749,0,0.01353,19.12,0.173881,0.219716,0.052383,0,79.875,0.697344,0,0,0,0,0,0.000364,0,0.013823,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,3,0,12,0,0,0,0,0.029829,0.088032,Not-obfuscated
25,22.44,561,0,0.070201,13.5,0.048128,0.160428,0.45098,0,75.333333,0.402852,0,0.001783,0,0,0,0,0.003565,0.005348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057041,0.121212,Not-obfuscated
15,22.6,339,0,0.1126,13.5,0.079646,0.135693,0.613569,0,0,0,0,0,0,0,0,0,0,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082596,0.141593,Not-obfuscated
20,28.45,569,0,0.066521,17.5,0.061511,0.123023,0.641476,0,0,0,0,0,0,0,0,0,0,0.001757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075571,0.130053,Not-obfuscated
210,43.452381,9125,0,0.004226,14.770492,0.197479,0.138301,0.607233,0,121.5,0.266301,0,0,0,0,0,0,0,0.005041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029808,0.069589,Not-obfuscated
396,28.89899,11444,0,0.003337,34.813333,0.456309,0.180094,0.040458,0,92.333333,0.774554,0,0,0,0,0,0,0,0.000612,0,0,0,0,0,0,0,0,0,1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0.046837,0.099528,Not-obfuscated
19267,31.978876,616137,0,0.000061,32.507305,0.065,0.223434,0.244798,0,117.70402,0.537001,0,0,0,0,0,0.000209,0.001199,0.005754,122,229,19,33,14,273,0,17,58,1245,4,68,0,862,48,128,21,0,34,232,1700,87,0,0,0,0.050791,0.109821,Not-obfuscated
7097,34.50782,244902,0,0.000152,31.759259,0.04902,0.254763,0.001017,0,249.65767,0.717671,2.21164,0.000772,0,0,0,0.000073,0.001715,0.009612,113,173,17,3,14,81,0,3,98,333,4,19,0,399,34,102,14,0,19,146,314,14,0,0,0,0.015843,0.082159,Not-obfuscated
7308,34.384784,251284,0,0.000149,32.232376,0.049128,0.248102,0.001011,0,247.251359,0.724189,2.226804,0.000772,0,0,0,0.000072,0.001723,0.009853,110,174,20,3,14,86,0,4,102,349,4,23,0,406,34,106,14,0,22,147,323,14,0,0,0,0.015882,0.082648,Not-obfuscated
19570,31.962749,625511,0,0.00006,32.346988,0.064383,0.222564,0.24708,0,117.70936,0.534811,0,0,0,0,0,0.000206,0.001191,0.00581,122,229,19,33,14,274,0,17,62,1252,4,69,0,864,48,128,22,0,34,238,1723,87,0,0,0,0.050856,0.110004,Not-obfuscated
7332,34.47204,252749,0,0.000148,31.709184,0.049179,0.255233,0.001017,0,246.900545,0.717016,2.158163,0.000775,0,0,0,0.000071,0.001796,0.009927,126,180,17,9,14,89,0,3,111,345,4,20,0,428,34,102,13,0,19,153,327,14,0,0,0,0.016028,0.082631,Not-obfuscated
7550,34.338278,259254,0,0.000144,32.166247,0.049257,0.249088,0.001011,0,245.026144,0.723017,2.175,0.000771,0,0,0,0.000069,0.001801,0.010152,123,181,20,9,14,94,0,4,115,361,4,24,0,434,34,106,13,0,22,154,337,14,0,0,0,0.016108,0.08305,Not-obfuscated
50,38.32,1916,0,0.020039,19.714286,0.072025,0.061065,0.108559,0,120,0.375783,0,0,0,0,0,0,0,0.009916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015658,0.073591,Not-obfuscated
17,19.823529,337,0,0.112138,0,0,0.169139,0.706231,0,57,0.169139,0,0,0,0,0,0,0,0.002967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083086,0.160237,Not-obfuscated
135,28.244444,3813,0,0.010308,25.347826,0.152898,0.145292,0.056911,0,118.76,0.778652,2.25,0.001049,0,0,0,0,0,0.008917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022292,0.095725,Not-obfuscated
54,29.62963,1600,0,0.023691,20,0.025,0.125,0.371875,0,267.333333,0.50125,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05125,0.110625,Not-obfuscated
23,18.565217,427,0,0.088848,10.333333,0.0726,0.180328,0,0,64.6,0.75644,1,0.002342,0,0,0,0,0,0.021077,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0.037471,0.145199,Not-obfuscated
23,18.565217,427,0,0.088815,10.333333,0.0726,0.180328,0,0,64.6,0.75644,1,0.002342,0,0,0,0,0,0.021077,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0.037471,0.145199,Not-obfuscated
25,20.36,509,0,0.075402,8.285714,0.113949,0.176817,0,0,78,0.766208,1,0.001965,0,0,0,0,0,0.021611,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0.035363,0.139489,Not-obfuscated
23,18.478261,425,0,0.088962,10.333333,0.072941,0.181176,0,0,64.2,0.755294,1,0.002353,0,0,0,0,0,0.021176,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0.037647,0.145882,Not-obfuscated
23,18.521739,426,0,0.088817,10.333333,0.07277,0.180751,0,0,64.4,0.755869,1,0.002347,0,0,0,0,0,0.021127,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0.037559,0.14554,Not-obfuscated
10,27.3,273,0,0.140825,11,0.080586,0.117216,0,0,114,0.835165,0,0,0,0,0,0,0,0.021978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007326,0.087912,Not-obfuscated
15,17.666667,265,0,0.143865,10,0.113208,0.135849,0,0,70.666667,0.8,1,0.003774,0,0,0,0,0,0.018868,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.026415,0.128302,Not-obfuscated
439,30.667426,13463,0,0.002802,5.316092,0.068707,0.287677,0.213474,0,132.630435,0.453168,1.333333,0.000223,0,0,0,0.001857,0.00312,0.011513,69,68,0,0,0,15,0,0,2,33,0,0,0,10,1,0,0,0,0,1,2,1,0,0,0,0.044492,0.140756,Not-obfuscated
25,32.12,803,0,0.046489,18.333333,0.410959,0.135741,0,0,172.5,0.859278,0,0,0,0,0,0,0,0.01868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024907,0.068493,Not-obfuscated
77,32.467532,2500,0,0.016521,5.142857,0.0144,0.15,0.6308,0,85.375,0.2732,1,0.0004,0,0,0,0.0008,0.0008,0.0112,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,0.094,0.1468,Not-obfuscated
6,49.833333,299,0,0.138175,0,0,0.040134,0,0,0,0,0,0,0,0,0,0.080268,0.010033,0.020067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053512,Not-obfuscated
34,24.764706,842,0,0.047,8.538462,0.263658,0.163895,0,0,110.833333,0.789786,1,0.001188,0,0,0,0,0.009501,0.028504,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.017815,0.105701,Not-obfuscated
32,25.15625,805,0,0.050242,10.95,0.27205,0.159006,0,0,106.666667,0.795031,1,0.001242,0,0,0,0.062112,0.007453,0.024845,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.018634,0.10559,Not-obfuscated
28,24.035714,673,0,0.058118,15,0.156018,0.130758,0.453195,0,295,0.438336,0,0,0,0,0,0,0,0.004458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057949,0.124814,Not-obfuscated
31,26.612903,825,0,0.047178,15.1,0.18303,0.087273,0.042424,0,231,0.84,0,0,0,0,0,0,0.002424,0.02303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020606,0.101818,Not-obfuscated
19,31.473684,598,0,0.063905,19.125,0.255853,0.083612,0.031773,0,515,0.861204,0,0,0,0,0,0,0.003344,0.023411,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.006689,0.091973,Not-obfuscated
6,25.833333,155,0,0.229871,11,0.141935,0.141935,0,0,0,0,0,0,0,0,0,0,0,0.012903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903,0.122581,Not-obfuscated
19,8.526316,162,0,0.211947,10.5,0.12963,0.135802,0,0,22.8,0.703704,0.25,0.024691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.037037,0.160494,Not-obfuscated
50,26.96,1348,0,0.029026,10.5,0.10905,0.126113,0.35089,0,105.285714,0.546736,0,0.001484,0,0,0,0.000742,0,0.017062,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0.054154,0.131306,Not-obfuscated
51,26.588235,1356,0,0.030478,9.125,0.053835,0.144543,0.126844,0,94.4,0.696165,3,0.000737,0,0,0,0,0.001475,0.022124,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.016224,0.099558,Not-obfuscated
219,42.922374,9400,0,0.004175,11.758333,0.150106,0.147766,0.078298,0,310.695652,0.760213,1.4,0.000532,0,0,0,0.002447,0.000638,0.022234,0,0,1,0,0,1,0,0,2,7,0,2,0,1,0,0,1,0,1,33,0,0,0,0,0,0.014043,0.068511,Not-obfuscated
13,19.076923,248,0,0.150914,17,0.274194,0.120968,0,0,67.666667,0.818548,0,0,0,0,0,0,0,0.004032,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024194,0.108871,Not-obfuscated
56,29.625,1659,0,0.023081,8.45,0.101869,0.127788,0.283906,0,99.4,0.599156,0,0,0,0,0,0,0,0.01748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048825,0.11091,Not-obfuscated
17,25.470588,433,0,0.086578,15.818182,0.401848,0.124711,0.025404,0,339,0.78291,0,0,0,0,0,0,0,0.011547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025404,0.110855,Not-obfuscated
30,20.6,618,0,0.061936,6.6875,0.173139,0.192557,0,0,66.142857,0.749191,1,0.001618,0,0,0,0,0.006472,0.027508,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.019417,0.126214,Not-obfuscated
30,20.933333,628,0,0.062237,7.3125,0.186306,0.18949,0,0,67.571429,0.753185,1,0.001592,0,0,0,0.012739,0.006369,0.02707,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.019108,0.124204,Not-obfuscated
309,27.042071,8356,0,0.004428,22.747253,0.247726,0.280158,0.025969,0,114.666667,0.658688,2,0.00012,0,0,0,0.000598,0,0.006821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010053,0.077669,Not-obfuscated
903,42.057586,37978,0,0.000978,13.875,0.026305,0.258544,0.549002,0,88.534091,0.205145,1.666667,0.000079,0,0,0,0.001001,0.00108,0.004055,6,9,2,0,0,8,0,0,2,27,1,8,0,17,2,12,4,0,0,1,34,0,0,0,0,0.060693,0.120228,Not-obfuscated
2550,33.547843,85547,0,0.00046,16.962489,0.232586,0.190702,0.014437,0,80.666667,0.772277,0,0,0,0,0,0.000339,0,0.018095,0,0,2,0,0,0,0,0,0,0,4,17,0,38,0,0,8,0,0,6,252,0,0,0,0,0.018528,0.071925,Not-obfuscated
39,23.512821,917,0,0.041448,8.615385,0.122137,0.194111,0,0,76.888889,0.754635,1,0.001091,0,0,0,0,0,0.018539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.010905,0.10687,Not-obfuscated
6,35.666667,214,0,0.169994,13,0.060748,0.093458,0,0,186,0.869159,0,0,0,0,0,0,0,0.028037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004673,0.074766,Not-obfuscated
71,22.492958,1597,0,0.024148,5.363636,0.073889,0.162179,0.045085,0,120,0.751409,0.714286,0.004383,0,0,0,0,0,0.020038,3,4,0,0,0,0,0,0,4,0,0,2,0,0,1,0,1,0,0,0,5,0,0,0,0,0.027552,0.11459,Not-obfuscated
23,22.652174,521,0,0.072699,15.333333,0.088292,0.153551,0.639155,0,67,0.257198,0,0,0,0,0,0,0,0.001919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082534,0.149712,Not-obfuscated
21,34.619048,727,0,0.053027,36,0.445667,0.07978,0.258597,0,0,0,0,0,0,0,0,0,0,0.013755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037139,0.071527,Not-obfuscated
17,20.235294,344,0,0.109685,12,0.034884,0.156977,0.668605,0,36.5,0.212209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.084302,0.151163,Not-obfuscated
16,33.5,536,0,0.068028,12,0.022388,0.136194,0.927239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085821,0.13806,Not-obfuscated
12,26,312,0,0.12135,21.8,0.349359,0.11859,0,0,133,0.852564,0,0,0,0,0,0,0,0.016026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.028846,0.076923,Not-obfuscated
1500,39.974667,59962,0,0.000587,15.470588,0.004386,0.296588,0.512975,0,74.47929,0.209916,0,0.000017,0,0,0,0.000017,0.00045,0.00467,2,0,8,2,6,10,0,3,10,64,0,6,0,21,0,88,3,0,10,0,50,13,0,0,0,0.061873,0.115173,Not-obfuscated
3121,33.156681,103482,0,0.000362,16.117967,0.171643,0.235645,0.030508,0,109.724444,0.715719,0,0,0,0,0,0.000222,0.000116,0.021579,0,0,1,0,0,2,0,0,0,14,0,4,0,22,0,4,8,0,1,0,194,0,0,0,0,0.020032,0.074158,Not-obfuscated
862,38.866589,33503,0,0.001083,11.606061,0.011432,0.257499,0.614303,0,80.302326,0.206131,0.5,0.00006,0,0,0,0.00006,0.000687,0.005283,0,0,1,0,0,8,0,1,1,39,0,0,0,19,0,15,1,0,0,1,35,0,0,0,0,0.056861,0.114288,Not-obfuscated
42,35.214286,1479,0,0.025878,13,0.017579,0.139283,0.849222,0,44.666667,0.090602,0,0.000676,0,0,0,0,0,0.001352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.069642,0.136579,Not-obfuscated
121,30.85124,3733,0,0.010408,18.555556,0.268417,0.157782,0,0,73.902439,0.81168,0,0,0,0,0,0,0,0.015805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009644,0.054916,Not-obfuscated
218,43.050459,9385,0,0.004072,0,0,0.141822,0.951199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087054,0.141609,Not-obfuscated
